Symbol,CompanyName,MarketCap,Sector,Industry,DividendYield,Beta
TILCF,TILL CAPITAL CORP,$12.5M,Financials,Insurance,--,-0.8
TILE,"Interface, Inc.",$597.8M,Industrials,Commercial Services & Supplies,0.40%,+2.2
TINO,Tamino Minerals Inc,$1.2M,Materials,Metals & Mining,--,+1.3
TIPT,Tiptree Inc,$165.8M,Financials,Insurance,3.24%,+0.6
TISI,"Team, Inc.",$329.6M,Industrials,Commercial Services & Supplies,--,+2.1
TITN,Titan Machinery Inc.,$438.9M,Industrials,Trading Companies & Distributors,--,+1.8
TITUF,TITANIUM CORP INC,$7.8M,Materials,Metals & Mining,--,+0.9
TIXC,Tix Corp.,$2.6M,Communication Services,Entertainment,--,+1.5
TJX,TJX Companies Inc,$79.9B,Consumer Discretionary,Specialty Retail,1.56%,+1.0
TKAGY,Telekom Austria AG (ADR),$5.2B,Communication Services,Diversified Telecommunication Services,3.42%,+0.3
TKAT,Takung Art Co Ltd,$16.1M,Communication Services,Interactive Media & Services,--,+0.5
TKC,Turkcell Iletisim Hizmetleri A.S. (ADR),$4.8B,Communication Services,Wireless Telecommunication Services,2.17%,+0.7
TKLS,Trutankless Inc,$13.6M,Industrials,Building Products,--,-0.6
TKOMY,Tokio Marine Holdings Inc (ADR),$35.5B,Financials,Insurance,4.29%,+0.6
TKR,Timken Co,$5.8B,Industrials,Machinery,1.54%,+1.8
TLCC,Twinlab Consolidated Holdings Inc,$12.9M,Consumer Staples,Personal Products,--,-3.3
TLDN,Telidyne Inc,$8.8M,Industrials,Construction & Engineering,--,--
TLFA,"Tandy Leather Factory, Inc.",$29.5M,Consumer Discretionary,Specialty Retail,--,+0.9
TLFE,Elfato Inc,$12.8M,Health Care,Pharmaceuticals,--,--
TLGN,Totally Green Inc,$676.9K,Industrials,Machinery,--,+1.3
TLGT,Teligent Inc (NEW JERSEY),$18.7M,Health Care,Pharmaceuticals,--,+1.8
TLIF,Tocca Life Holdings Inc,$200.0K,Health Care,Health Care Providers & Services,--,+0.8
TLK,Telkom Indonesia (Persero) Tbk PT -ADR,$24.4B,Communication Services,Diversified Telecommunication Services,3.11%,+0.8
TLKGY,Telkom SA SOC Ltd (ADR),$1.1B,Communication Services,Diversified Telecommunication Services,3.39%,+1.2
TLLEQ,"Teletouch Communications, Inc.",$266.1K,Communication Services,Wireless Telecommunication Services,--,-0.3
TLND,Talend SA ADR,$1.3B,Information Technology,Software,--,+0.8
TLRS,Timberline Resources Corp,$15.8M,Materials,Metals & Mining,--,+1.1
TLRY,Tilray Inc,$1.2B,Health Care,Pharmaceuticals,--,--
TLSS,Transportation and Logistics Systems Inc,$72.0M,Industrials,Air Freight & Logistics,--,+4.8
TLSYY,Telstra Corporation Ltd,$27.8B,Communication Services,Diversified Telecommunication Services,4.60%,+1.0
TLYS,Tilly's Inc,$247.5M,Consumer Discretionary,Specialty Retail,--,+2.0
TM,Toyota Motor Corp (ADR),$213.6B,Consumer Discretionary,Automobiles,2.77%,+0.6
TMAK,Touchmark Bancshares Inc,$25.5M,Financials,Banks,--,+0.5
TMDX,TransMedics Group Inc,$503.0M,Health Care,Health Care Equipment & Supplies,--,--
TME,Tencent Music Entertainment Group - ADR,$33.3B,Communication Services,Entertainment,--,--
TMEN,ThermoEnergy Corporation,$2.7K,Industrials,Machinery,--,--
TMGEF,THERMAL ENERGY INTL INC,$12.8M,Industrials,Machinery,--,+0.9
TMHC,Taylor Morrison Home Corp,$3.3B,Consumer Discretionary,Household Durables,--,+1.7
TMICY,Trend Micro Incorporated (ADR),$7.8B,Information Technology,Software,--,+0.4
TMO,Thermo Fisher Scientific Inc.,$188.2B,Health Care,Life Sciences Tools & Services,0.19%,+0.8
TMP,Tompkins Financial Corporation,$1.1B,Financials,Banks,3.12%,+0.7
TMQ,TRILOGY METALS INC,$287.4M,Materials,Metals & Mining,--,+1.2
TMRC,Texas Mineral Resources Corp,$127.8M,Materials,Metals & Mining,--,+0.6
TMSH,Transglobal Assets Inc,$1.6M,Financials,Capital Markets,--,+3.4
TMST,Timkensteel Corp,$235.7M,Materials,Metals & Mining,--,+2.0
TMUS,T-Mobile Us Inc,$163.0B,Communication Services,Wireless Telecommunication Services,--,+0.6
TMX,Terminix Global Holdings Inc,$6.6B,Consumer Discretionary,Diversified Consumer Services,--,+0.7
TMXN,Trimax Corp,$7.8M,Financials,Diversified Financial Services,--,+2.1
TMXXF,TMX GROUP LTD,$5.6B,Financials,Capital Markets,2.16%,+0.8
TNAV,Telenav Inc,$224.3M,Information Technology,Software,--,+0.4
TNC,Tennant Company,$1.3B,Industrials,Machinery,1.32%,+1.2
TNDM,Tandem Diabetes Care Inc,$5.9B,Health Care,Health Care Equipment & Supplies,--,+0.2
TNET,TriNet Group Inc,$5.2B,Industrials,Professional Services,--,+1.5
TNGMF,TRUE NORTH GEMS INC,$1.3M,Materials,Metals & Mining,--,+1.8
TNGNQ,"Tengion, Inc.",$24.2K,Health Care,Biotechnology,--,+1.8
TNREF,TARANIS RESOURCES INC,$6.9M,Materials,Metals & Mining,--,+1.1
TNRK,"TNR Technical, Inc.",$3.6M,Industrials,Electrical Equipment,--,--
TNTRQ,Tintri Inc,$477.0K,Information Technology,Software,--,-0.0
TNXP,Tonix Pharmaceuticals Holding Corp,$126.9M,Health Care,Biotechnology,--,+1.4
TOFB,Tofutti Brands Inc.,$9.5M,Consumer Staples,Food Products,--,+1.5
TOGL,Toga Ltd,$807.4M,Communication Services,Interactive Media & Services,--,+1.7
TOGOF,TOMAGOLD CORP,$9.9M,Materials,Metals & Mining,--,-0.9
TOL,Toll Brothers Inc,$5.4B,Consumer Discretionary,Household Durables,1.03%,+1.6
TOMZ,TOMI Environmental Solutions Inc,$77.4M,Industrials,Commercial Services & Supplies,--,-5.8
TORM,TOR Minerals International Inc,$4.6M,Materials,Chemicals,--,+0.8
TOSYY,Toshiba Corp (USA),$12.8B,Industrials,Industrial Conglomerates,0.66%,+0.8
TOWN,TowneBank,$1.7B,Financials,Banks,3.11%,+1.2
TPAC,Trans-Pacific Aerospace Company Inc,$822.2K,Industrials,Aerospace & Defense,--,--
TPC,Tutor Perini Corp,$657.2M,Industrials,Construction & Engineering,--,+1.5
TPCO,Tribune Publishing Co,$542.5M,Communication Services,Media,--,+1.3
TPCS,TechPrecision Corp,$38.9M,Industrials,Machinery,--,+0.7
TPH,TRI Pointe Group Inc,$2.2B,Consumer Discretionary,Household Durables,--,+1.5
TPHS,Trinity Place Holdings Inc,$40.9M,Real Estate,Real Estate Management & Development,--,+0.6
TPIC,TPI Composites Inc,$2.1B,Industrials,Electrical Equipment,--,+1.7
TPNI,Pulse Network Inc,$144.1K,Communication Services,Interactive Media & Services,--,--
TPRE,Third Point Reinsurance Ltd,$912.3M,Financials,Insurance,--,+1.2
TPTW,TPT Global Tech Inc,$28.6M,Communication Services,Diversified Telecommunication Services,--,+0.9
TPTX,Turning Point Therapeutics Inc,$5.8B,Health Care,Biotechnology,--,--
TPVG,Triplepoint Venture Growth BDC Corp,$395.2M,Financials,Capital Markets,11.20%,+1.9
TPX,Tempur Sealy International Inc,$5.5B,Consumer Discretionary,Household Durables,--,+2.0
TR,"Tootsie Roll Industries, Inc.",$1.2B,Consumer Staples,Food Products,1.21%,+0.0
TRAC,Track Data Corporation,$4.2M,Financials,Capital Markets,--,+0.1
TRAGF,TERAGO INC,$83.8M,Communication Services,Diversified Telecommunication Services,--,+0.4
TRBD,"Turbodyne Technologies, Inc.",$177.1K,Consumer Discretionary,Auto Components,--,+2.9
TRBMF,TORQ RESOURCES INC,$42.5M,Materials,Metals & Mining,--,+0.8
TRC,Tejon Ranch Company,$376.0M,Real Estate,Real Estate Management & Development,--,+0.7
TRCY,Tri City Bankshares Corporation,$155.8M,Financials,Banks,2.97%,+0.6
TREC,Trecora Resources,$174.7M,Materials,Chemicals,--,+0.7
TREE,Lendingtree Inc,$3.5B,Financials,Thrifts & Mortgage Finance,--,+1.7
TREP,Trucept Inc,$3.5M,Industrials,Professional Services,--,--
TREX,Trex Company Inc,$9.7B,Industrials,Building Products,--,+1.5
TRGM,Targeted Medical Pharma Inc,$335.1K,Health Care,Pharmaceuticals,--,-0.3
TRHC,Tabula Rasa HealthCare Inc,$1.1B,Health Care,Health Care Technology,--,+1.1
TRI,Thomson Reuters Corp,$40.5B,Industrials,Professional Services,1.88%,+0.3
TRIB,Trinity Biotech plc (ADR),$96.6M,Health Care,Health Care Equipment & Supplies,--,+1.9
TRIP,Tripadvisor Inc,$4.0B,Communication Services,Interactive Media & Services,--,+1.4
TRMK,Trustmark Corp,$1.7B,Financials,Banks,3.40%,+1.0
TRMT,Tremont Mortgage Trust,$32.0M,Financials,Mortgage Real Estate Investment Trusts (REITs),1.06%,+1.9
TRN,Trinity Industries Inc,$3.1B,Industrials,Machinery,3.20%,+1.5
TRNO,Terreno Realty Corporation,$3.8B,Real Estate,Equity Real Estate Investment Trusts (REITs),2.07%,+0.6
TRNS,"Transcat, Inc.",$259.7M,Industrials,Trading Companies & Distributors,--,+0.7
TRNX,BBHC Inc,$4.1M,Materials,Chemicals,--,+1.8
TROIF,TRI ORIGIN EXPLORATION LTD,$4.7M,Materials,Metals & Mining,--,+1.9
TROLB,TOOTSIE ROLL INDUSTRIES INC,$783.7M,Consumer Staples,Food Products,1.24%,+0.0
TROW,T. Rowe Price Group Inc,$33.7B,Financials,Capital Markets,2.44%,+1.2
TROX,Tronox Holdings PLC,$2.1B,Materials,Chemicals,1.95%,+2.6
TRPXY,Therapix Biosciences Ltd - ADR,$824.1K,Health Care,Biotechnology,--,-0.2
TRQ,Turquoise Hill Resources Ltd,$2.7B,Materials,Metals & Mining,--,+1.9
TRRE,"Terra Energy Resources, Ltd.",$4.5M,Materials,Chemicals,--,+4.1
TRRI,Trinity Resources Inc,$102.3K,Materials,Metals & Mining,--,+1.2
TRRXF,TNR GOLD CORP,$6.8M,Materials,Metals & Mining,--,+1.1
TRS,TriMas Corp,$1.3B,Industrials,Machinery,--,+0.8
TRSFF,TRES-OR RESOURCES LTD,$1.7M,Materials,Metals & Mining,--,+0.9
TRST,TrustCo Bank Corp NY,$649.0M,Financials,Thrifts & Mortgage Finance,4.10%,+1.2
TRSWF,TRANSALTA RENEWABLES INC,$4.7B,Utilities,Independent Power & Renewable Electricity Producers,4.16%,+0.7
TRT,Trio-Tech International,$15.5M,Information Technology,Semiconductors & Semiconductor Equipment,--,+1.3
TRTC,Terra Tech Corp,$32.2M,Health Care,Pharmaceuticals,--,+2.7
TRTI,"Transtech Industries, Inc.",$446.9K,Industrials,Commercial Services & Supplies,--,+0.1
TRTN,Triton International Ltd,$3.3B,Industrials,Trading Companies & Distributors,4.81%,+1.7
TRTN-A,Triton International Ltd,--,Industrials,Trading Companies & Distributors,7.80%,--
TRTN-B,Triton International Ltd,--,Industrials,Trading Companies & Distributors,7.49%,--
TRTN-C,Triton International Ltd,--,Industrials,Trading Companies & Distributors,6.91%,--
TRTN-D,Triton International Ltd,--,Industrials,Trading Companies & Distributors,6.41%,--
TRTX,TPG RE Finance Trust Inc,$791.4M,Financials,Mortgage Real Estate Investment Trusts (REITs),7.77%,+2.0
TRU,TransUnion,$18.1B,Industrials,Professional Services,0.31%,+1.2
TRUE,TrueCar Inc,$461.1M,Communication Services,Interactive Media & Services,--,+1.2
TRUP,Trupanion Inc,$4.2B,Financials,Insurance,--,+2.0
TRV,Travelers Companies Inc,$34.1B,Financials,Insurance,2.51%,+0.8
TRVG,Trivago NV - ADR,$781.6M,Communication Services,Interactive Media & Services,--,+1.8
TRVI,Trevi Therapeutics Inc,$50.5M,Health Care,Pharmaceuticals,--,--
TRVN,Trevena Inc,$330.5M,Health Care,Biotechnology,--,+2.5
TRX,Tanzanian Gold Corp,$137.1M,Materials,Metals & Mining,--,+1.0
TRXC,Transenterix Inc,$92.9M,Health Care,Health Care Equipment & Supplies,--,+2.5
TRYRF,Troy Resources Ltd,$56.4M,Materials,Metals & Mining,--,+0.3
TRYXF,BESSOR MINERALS INC,$808.8K,Materials,Metals & Mining,--,+0.9
TSBA,Touchstone Bank,$18.2M,Financials,Banks,2.97%,+0.6
TSBK,"Timberland Bancorp, Inc.",$203.1M,Financials,Thrifts & Mortgage Finance,3.29%,+1.4
TSC,Tristate Capital Holdings Inc,$525.6M,Financials,Banks,--,+2.1
TSCC,Technology Solutions Co.,$179.6K,Information Technology,IT Services,--,-5.3
TSCDY,Tesco PLC (ADR),$32.5B,Consumer Staples,Food & Staples Retailing,3.78%,+0.7
TSCO,Tractor Supply Company,$16.2B,Consumer Discretionary,Specialty Retail,1.15%,+1.0
TSDRF,TSODILO RESOURCES LTD,$16.8M,Materials,Metals & Mining,--,+1.5
TSE,Trinseo S.A.,$2.0B,Materials,Chemicals,0.64%,+1.7
TSEM,Tower Semiconductor Ltd. (USA),$2.9B,Information Technology,Semiconductors & Semiconductor Equipment,--,+1.2
TSGZF,TRISTAR GOLD INC,$50.2M,Materials,Metals & Mining,--,+0.7
TSLA,Tesla Inc,$696.7B,Consumer Discretionary,Automobiles,--,+2.1
TSLX,Sixth Street Specialty Lending Inc,$1.4B,Financials,Capital Markets,7.95%,+1.2
TSM,Taiwan Semiconductor Mfg. Co. Ltd. (ADR),$587.6B,Information Technology,Semiconductors & Semiconductor Equipment,1.56%,+1.0
TSN,"Tyson Foods, Inc.",$23.2B,Consumer Staples,Food Products,2.80%,+0.8
TSNP,Tesoro Enterprises Inc,$718.6M,Industrials,Trading Companies & Distributors,--,--
TSQ,Townsquare Media Inc,$125.6M,Communication Services,Media,--,+2.0
TSRI,TSR Inc,$12.8M,Information Technology,IT Services,--,+1.1
TSRMF,TREASURY METALS INC,$125.6M,Materials,Metals & Mining,--,+1.3
TSSI,TSS Inc,$13.1M,Industrials,Commercial Services & Supplies,--,+0.5
TSYI,"Terra Systems, Inc.",$6.4K,Industrials,Machinery,--,--
TT,Trane Technologies PLC,$34.9B,Industrials,Machinery,1.47%,+1.0
TTC,Toro Co,$10.1B,Industrials,Machinery,1.12%,+0.8
TTCM,Tautachrome Inc,$26.8M,Information Technology,Software,--,+1.7
TTD,Trade Desk Inc,$36.8B,Information Technology,Software,--,+2.6
TTEC,TTEC Holdings Inc,$3.4B,Information Technology,IT Services,1.11%,+0.8
TTEK,"Tetra Tech, Inc.",$6.3B,Industrials,Commercial Services & Supplies,0.60%,+0.9
TTEXF,BULLION GOLD RESOURCES CORP,$3.2M,Materials,Metals & Mining,--,+2.2
TTGT,TechTarget Inc,$1.7B,Communication Services,Media,--,+1.0
TTM,Tata Motors Limited (ADR),$8.2B,Consumer Discretionary,Automobiles,--,+2.3
TTNDY,Techtronic Industries Co. Ltd. (ADR),$27.2B,Industrials,Machinery,1.36%,+1.3
TTNP,"Titan Pharmaceuticals, Inc.",$21.2M,Health Care,Pharmaceuticals,--,+0.9
TTNUF,Titanium Group Limited,$3.4K,Information Technology,Software,--,+0.3
TTOO,T2 Biosystems Inc,$202.7M,Health Care,Biotechnology,--,+0.6
TTSH,Tile Shop Holdings Inc,$217.7M,Consumer Discretionary,Specialty Retail,--,+1.6
TTWO,Take-Two Interactive Software Inc,$23.6B,Communication Services,Entertainment,--,+0.6
TTXP,Trilliant Exploration Corp,$19.1K,Materials,Metals & Mining,--,--
TU,TELUS Corporation (USA),$25.8B,Communication Services,Diversified Telecommunication Services,4.91%,+0.6
TUESQ,TUESDAY MORNING CORP,$89.5M,Consumer Discretionary,Multiline Retail,--,+0.9
TUFN,Tufin Software Technologies Ltd,$441.0M,Information Technology,Software,--,--
TUP,Tupperware Brands Corporation,$1.6B,Consumer Discretionary,Household Durables,--,+3.0
TURA,Turbine Aviation Inc,$23.5K,Health Care,Health Care Equipment & Supplies,--,+1.8
TURN,180 Degree Capital Corp,$68.7M,Financials,Capital Markets,--,+1.0
TURV,Two Rivers Water & Farming Co,$4.8M,Real Estate,Real Estate Management & Development,--,+3.3
TUXS,Tuxis Corp.,$4.5M,Real Estate,Real Estate Management & Development,--,--
TV,Grupo Televisa SAB (ADR),$4.8B,Communication Services,Media,--,+1.2
TVPC,Twin Vee Powercats Inc,$24.5M,Consumer Discretionary,Leisure Products,--,+0.1
TVTV,Wherevertv Broadcasting Corp,$23.6M,Communication Services,Media,--,+3.0
TVTX,Travere Therapeutics Inc,$1.4B,Health Care,Biotechnology,--,+0.7
TVTY,Tivity Health Inc,$972.5M,Health Care,Health Care Providers & Services,--,+2.5
TW,Tradeweb Markets Inc,$14.1B,Financials,Capital Markets,0.51%,--
TWER,Towerstream Corporation,$122.9K,Communication Services,Diversified Telecommunication Services,--,-2.8
TWI,Titan International Inc,$335.7M,Industrials,Machinery,--,+2.4
TWIN,"Twin Disc, Incorporated",$112.9M,Industrials,Machinery,--,+1.6
TWIRF,TREE ISLAND STEEL LTD,$60.0M,Materials,Metals & Mining,2.99%,+1.0
TWLO,Twilio Inc,$53.4B,Information Technology,IT Services,--,+1.5
TWNK,Hostess Brands Inc,$1.9B,Consumer Staples,Food Products,--,+0.7
TWO,Two Harbors Investment Corp,$1.7B,Financials,Mortgage Real Estate Investment Trusts (REITs),11.00%,+1.8
TWO-A,Two Harbors Investment Corp,--,Financials,Mortgage Real Estate Investment Trusts (REITs),8.20%,--
TWO-B,Two Harbors Investment Corp,--,Financials,Mortgage Real Estate Investment Trusts (REITs),8.03%,--
TWO-C,Two Harbors Investment Corp,--,Financials,Mortgage Real Estate Investment Trusts (REITs),7.96%,--
TWO-D,Two Harbors Investment Corp,--,Financials,Mortgage Real Estate Investment Trusts (REITs),7.99%,--
TWO-E,Two Harbors Investment Corp,--,Financials,Mortgage Real Estate Investment Trusts (REITs),7.83%,--
TWOU,2U Inc,$2.9B,Information Technology,Software,--,+1.0
TWRFF,TOWER RESOURCES LTD,$6.2M,Materials,Metals & Mining,--,+2.9
TWSI,Inveritech Solutions Inc,$157.7K,Consumer Staples,Personal Products,--,-1.1
TWST,Twist Bioscience Corp,$6.4B,Health Care,Biotechnology,--,--
TWTR,Twitter Inc,$42.9B,Communication Services,Interactive Media & Services,--,+0.7
TX,Ternium SA (ADR),$6.0B,Materials,Metals & Mining,--,+1.3
TXG,10X Genomics Inc,$15.1B,Health Care,Life Sciences Tools & Services,--,--
TXHG,TX Holdings Inc.,$480.5K,Industrials,Trading Companies & Distributors,--,-0.6
TXIC,Tongxin International Ltd,$438.8K,Consumer Discretionary,Auto Components,--,+2.4
TXMC,Tirex Corp,$288.6K,Industrials,Commercial Services & Supplies,--,--
TXMD,TherapeuticsMD Inc,$385.7M,Health Care,Pharmaceuticals,--,+2.1
TXN,Texas Instruments Incorporated,$148.5B,Information Technology,Semiconductors & Semiconductor Equipment,2.52%,+1.1
TXSP,Taxus Pharmaceuticals Holdings Inc,$273.0M,Consumer Discretionary,Specialty Retail,--,--
TXT,Textron Inc.,$10.8B,Industrials,Aerospace & Defense,0.17%,+1.7
TXTM,Protext Mobility Inc,$2.2M,Health Care,Biotechnology,--,+0.5
TYCB,"Calvin B. Taylor Bankshares, Inc.",$98.2M,Financials,Banks,3.30%,+0.2
TYHT,Shineco Inc,$9.3M,Consumer Staples,Personal Products,--,+1.2
TYL,"Tyler Technologies, Inc.",$17.3B,Information Technology,Software,--,+0.6
TYME,Tyme Technologies Inc,$180.9M,Health Care,Biotechnology,--,+0.9
TYPFF,TYPHOON EXPLORATION INC,$3.4M,Materials,Metals & Mining,--,+2.5
TZOO,Travelzoo,$103.9M,Communication Services,Interactive Media & Services,--,+2.1
UAHC,United American Healthcare Corp,$5.1M,Health Care,Health Care Equipment & Supplies,--,+1.1
UAL,United Airlines Holdings Inc,$12.5B,Industrials,Airlines,--,+1.6
UAMA,United American Corp,$2.8M,Communication Services,Diversified Telecommunication Services,--,+0.8
UAMY,United States Antimony Corporation,$40.3M,Materials,Metals & Mining,--,+0.9
UAN,CVR Partners LP,$173.5M,Materials,Chemicals,--,+1.8
UATG,Umbra Applied Technologies Group Inc,$1.1M,Industrials,Aerospace & Defense,--,+0.6
UAVS,Ageagle Aerial Systems Inc,$352.5M,Industrials,Machinery,--,+5.0
UBA,Urstadt Biddle Properties Inc,$426.5M,Real Estate,Equity Real Estate Investment Trusts (REITs),4.07%,+1.0
UBAAF,URBANA CORP,$78.7M,Financials,Capital Markets,2.89%,+0.9
UBAB,United Bancorporation of Alabama Inc,$54.9M,Financials,Banks,0.90%,+0.5
UBCP,"United Bancorp, Inc.",$79.8M,Financials,Banks,4.38%,+0.4
UBER,Uber Technologies Inc,$93.9B,Industrials,Road & Rail,--,--
UBFO,United Security Bancshares,$115.8M,Financials,Banks,6.46%,+0.7
UBIA,UBI Blockchain Internet Ltd,$57.4M,Information Technology,Software,--,+5.2
UBOH,United Bancshares Inc. OH,$81.8M,Financials,Banks,2.56%,+0.8
UBP,URSTADT BIDDLE PROPERTIES,$117.6M,Real Estate,Equity Real Estate Investment Trusts (REITs),4.28%,+1.0
UBP-H,Urstadt Biddle Properties Inc,--,Real Estate,Equity Real Estate Investment Trusts (REITs),6.23%,--
UBP-K,Urstadt Biddle Properties Inc,--,Real Estate,Equity Real Estate Investment Trusts (REITs),5.90%,--
UBS,UBS Group AG (USA),$52.6B,Financials,Capital Markets,2.56%,+1.4
UBSI,"United Bankshares, Inc.",$4.2B,Financials,Banks,4.34%,+1.4
UBX,Unity Biotechnology Inc,$298.2M,Health Care,Biotechnology,--,--
UCBB,US-China Biomedical Technology Inc,$990.1K,Health Care,Health Care Providers & Services,--,-2.4
UCBI,"United Community Banks, Inc.",$2.5B,Financials,Banks,2.56%,+1.3
UCIX,Umbra Companies Inc,$527.9M,Industrials,Electrical Equipment,--,--
UCPA,United Communications Partners Inc,$8.3M,Communication Services,Media,--,+0.3
UCTT,Ultra Clean Holdings Inc,$1.4B,Information Technology,Semiconductors & Semiconductor Equipment,--,+2.0
UDHI,"Union Dental Holdings, Inc.",$11.6M,Health Care,Health Care Providers & Services,--,+5.2
UDR,"UDR, Inc.",$10.9B,Real Estate,Equity Real Estate Investment Trusts (REITs),3.91%,+0.8
UE,Urban Edge Properties,$1.5B,Real Estate,Equity Real Estate Investment Trusts (REITs),--,+1.8
UECN,"Shiner International, Inc.",$179.0K,Materials,Chemicals,--,-0.5
UEEC,United Health Products Inc,$210.9M,Health Care,Health Care Equipment & Supplies,--,-0.4
UEIC,Universal Electronics Inc,$722.8M,Consumer Discretionary,Household Durables,--,+1.3
UEPS,Net 1 UEPS Technologies Inc,$267.6M,Information Technology,IT Services,--,+1.1
UFAB,Unique Fabricating Inc,$55.5M,Consumer Discretionary,Auto Components,--,+1.9
UFCS,"United Fire Group, Inc.",$633.5M,Financials,Insurance,2.41%,+0.2
UFPI,Ufp Industries Inc,$3.4B,Industrials,Building Products,0.91%,+1.5
UFPT,"UFP Technologies, Inc.",$347.0M,Materials,Containers & Packaging,--,+0.9
UFS,Domtar Corp (USA),$1.7B,Materials,Paper & Forest Products,--,+1.9
UG,"United-Guardian, Inc.",$66.6M,Consumer Staples,Personal Products,5.36%,+0.1
UGHL,Union Bridge Holdings Ltd,$24.1M,Health Care,Health Care Providers & Services,--,+0.4
UGI,UGI Corp,$7.2B,Utilities,Gas Utilities,3.79%,+1.0
